listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,19-Jun-2017,15:01:44,15:04:17,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,1,5,0.200000
