listener,date,sTime,endTime,TestType,SentType,stimuli,noise,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
SR,01-Apr-2017,18:01:00,18:02:47,adaptiveDown,VCV,VCV_KM&TG,SpNz44100,HHL,BUMPED,-0.25, 5.65,8,23,-0.22, 4.71
