listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L99xx,19-Jun-2017,15:10:42,50,1,VCV_KM&TG,+999.0,+999.0, +0.0,none,signal, +0.0,None,UW_U02_TG,U,W,F,0,15:11:06
