listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L01,03-Jul-2017,16:47:31,50,1,VCV_KM&TG,-10.0, -7.7, +0.0,ITD,signz,+650.0,SpNz44100,IY_I03_TG,I,Y,D,0,16:47:36
L01,03-Jul-2017,16:47:31,50,2,VCV_KM&TG, +0.0, -0.3, +0.0,ITD,signz,+650.0,SpNz44100,IG_I02_KM,I,G,G,1,16:47:40
L01,03-Jul-2017,16:47:31,50,3,VCV_KM&TG,-10.0, -5.9, +0.0,ITD,signz,+650.0,SpNz44100,UK_U04_TG,U,K,B,0,16:47:44
L01,03-Jul-2017,16:47:31,50,4,VCV_KM&TG, -4.0, -3.2, +0.0,ITD,signz,+650.0,SpNz44100,AZ_A01_TG,A,Z,Z,1,16:47:48,*
L01,03-Jul-2017,16:47:31,50,5,VCV_KM&TG, -6.0, +0.4, +0.0,ITD,signz,+650.0,SpNz44100,UB_U04_TG,U,B,V,0,16:47:52,*
L01,03-Jul-2017,16:47:31,50,6,VCV_KM&TG, -4.0, -0.4, +0.0,ITD,signz,+650.0,SpNz44100,AV_A03_TG,A,V,V,1,16:47:55,*
L01,03-Jul-2017,16:47:31,50,7,VCV_KM&TG, -6.0, -3.5, +0.0,ITD,signz,+650.0,SpNz44100,UG_U04_KM,U,G,D,0,16:47:58,*
L01,03-Jul-2017,16:47:31,50,8,VCV_KM&TG, -4.0, -3.7, +0.0,ITD,signz,+650.0,SpNz44100,IM_I03_TG,I,M,L,0,16:48:01
L01,03-Jul-2017,16:47:31,50,9,VCV_KM&TG, -2.0, -6.6, +0.0,ITD,signz,+650.0,SpNz44100,AG_A03_KM,A,G,G,1,16:48:05,*
L01,03-Jul-2017,16:47:31,50,10,VCV_KM&TG, -4.0, -7.5, +0.0,ITD,signz,+650.0,SpNz44100,UD_U01_KM,U,D,D,1,16:48:10
L01,03-Jul-2017,16:47:31,50,11,VCV_KM&TG, -6.0, -5.2, +0.0,ITD,signz,+650.0,SpNz44100,IY_I02_KM,I,Y,L,0,16:48:13,*
L01,03-Jul-2017,16:47:31,50,12,VCV_KM&TG, -4.0, +0.1, +0.0,ITD,signz,+650.0,SpNz44100,UW_U04_TG,U,W,W,1,16:48:17,*
L01,03-Jul-2017,16:47:31,50,13,VCV_KM&TG, -6.0, -4.0, +0.0,ITD,signz,+650.0,SpNz44100,IL_I02_TG,I,L,L,1,16:48:20
L01,03-Jul-2017,16:47:31,50,14,VCV_KM&TG, -8.0,-12.6, +0.0,ITD,signz,+650.0,SpNz44100,AD_A04_KM,A,D,D,1,16:48:24
L01,03-Jul-2017,16:47:31,50,15,VCV_KM&TG,-10.0,-14.5, +0.0,ITD,signz,+650.0,SpNz44100,IZ_I03_TG,I,Z,V,0,16:48:28,*
