listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
L99xx,30-May-2017,14:53:32,14:53:45,adaptiveUp,50,VCV,VCV_KM&TG,SpNz44100,none,signal, +0.0.HHL,QUIT,,,0,4,999.00, 0.00
