listener,date,sTime,trial,targets,SNR,adj_SNR,OutLevelChange,masker,wave,V,C,response,correct,rTime,rev
SR,01-Apr-2017,17:50:29,1,VCV_KM&TG, +6.0, +6.7, +0.0,SpNz44100,UV_U01_TG,U,V,B,0,17:50:34
SR,01-Apr-2017,17:50:29,2,VCV_KM&TG,+15.0,+15.2, +0.0,SpNz44100,IW_I02_TG,I,W,W,1,17:50:38
SR,01-Apr-2017,17:50:29,3,VCV_KM&TG, +9.0, +8.5, +0.0,SpNz44100,IV_I04_TG,I,V,V,1,17:50:42
SR,01-Apr-2017,17:50:29,4,VCV_KM&TG, +7.0, +7.6, +0.0,SpNz44100,IP_I03_TG,I,P,D,0,17:50:46,*
SR,01-Apr-2017,17:50:29,5,VCV_KM&TG, +9.0, +5.9, +0.0,SpNz44100,AK_A04_KM,A,K,K,1,17:50:50,*
SR,01-Apr-2017,17:50:29,6,VCV_KM&TG, +7.0, +9.9, +0.0,SpNz44100,UW_U04_KM,U,W,W,1,17:50:53
SR,01-Apr-2017,17:50:29,7,VCV_KM&TG, +5.0, +1.9, +0.0,SpNz44100,IK_I04_TG,I,K,K,1,17:50:57
SR,01-Apr-2017,17:50:29,8,VCV_KM&TG, +3.0, +7.0, +0.0,SpNz44100,UB_U03_KM,U,B,B,1,17:51:01
SR,01-Apr-2017,17:50:29,9,VCV_KM&TG, +1.0, +1.1, +0.0,SpNz44100,IM_I03_TG,I,M,W,0,17:51:04,*
SR,01-Apr-2017,17:50:29,10,VCV_KM&TG, +3.0, +0.7, +0.0,SpNz44100,UF_U01_TG,U,F,V,0,17:51:08
SR,01-Apr-2017,17:50:29,11,VCV_KM&TG, +5.0, -0.4, +0.0,SpNz44100,AK_A03_TG,A,K,Y,0,17:51:12
SR,01-Apr-2017,17:50:29,12,VCV_KM&TG, +7.0, +3.8, +0.0,SpNz44100,UD_U04_KM,U,D,W,0,17:51:17
SR,01-Apr-2017,17:50:29,13,VCV_KM&TG, +9.0, +5.8, +0.0,SpNz44100,AL_A02_KM,A,L,L,1,17:51:21,*
SR,01-Apr-2017,17:50:29,14,VCV_KM&TG, +7.0, +6.0, +0.0,SpNz44100,AY_A02_TG,A,Y,Y,1,17:51:24
SR,01-Apr-2017,17:50:29,15,VCV_KM&TG, +5.0, +2.2, +0.0,SpNz44100,AN_A04_TG,A,N,N,1,17:51:28
SR,01-Apr-2017,17:50:29,16,VCV_KM&TG, +3.0, -1.6, +0.0,SpNz44100,UP_U02_KM,U,P,V,0,17:51:33,*
SR,01-Apr-2017,17:50:29,17,VCV_KM&TG, +5.0, +4.5, +0.0,SpNz44100,IP_I03_KM,I,P,P,1,17:51:38,*
SR,01-Apr-2017,17:50:29,18,VCV_KM&TG, +3.0, -3.8, +0.0,SpNz44100,ID_I04_KM,I,D,P,0,17:51:42,*
SR,01-Apr-2017,17:50:29,19,VCV_KM&TG, +5.0,+11.8, +0.0,SpNz44100,IN_I04_KM,I,N,V,0,17:51:45
SR,01-Apr-2017,17:50:29,20,VCV_KM&TG, +7.0, +6.5, +0.0,SpNz44100,AP_A04_TG,A,P,L,0,17:51:48
SR,01-Apr-2017,17:50:29,21,VCV_KM&TG, +9.0,+12.5, +0.0,SpNz44100,IB_I01_TG,I,B,B,1,17:51:52,*
