listener,date,sTime,endTime,TestType,SentType,stimuli,noise,version,SNR,nCorrect,nKW,pCorrect
L99xx,21-Feb-2017,11:15:00,11:15:22,fixed,VCV,VCVa,None,HHL,999,7,9,0.777778
