listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L99xx,21-Jun-2017,10:53:58,50,1,VCV_KM&TG,+999.0,+999.0, +0.0,none,signal, +0.0,None,UN_U03_KM,U,N,W,0,10:54:20
