listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L99xx,21-Jun-2017,11:28:50,50,1,VCV_KM&TG,+999.0,+999.0, +0.0,none,signal, +0.0,None,AY_A01_KM,A,Y,Z,0,11:29:04
