listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,masker,wave,V,C,response,correct,rTime,rev
SR,01-Apr-2017,18:20:43,50,1,VCV_KM&TG, +6.0, -0.8, +0.0,SpNz44100,ID_I01_KM,I,D,D,1,18:20:48
SR,01-Apr-2017,18:20:43,50,2,VCV_KM&TG, -4.0,-10.6, +0.0,SpNz44100,IZ_I01_KM,I,Z,Z,1,18:20:52
SR,01-Apr-2017,18:20:43,50,3,VCV_KM&TG,-14.0,-16.9, +0.0,SpNz44100,AF_A04_TG,A,F,W,0,18:20:56
SR,01-Apr-2017,18:20:43,50,4,VCV_KM&TG, -4.0, +0.0, +0.0,SpNz44100,UK_U04_TG,U,K,P,0,18:20:59
SR,01-Apr-2017,18:20:43,50,5,VCV_KM&TG, +2.0, -1.1, +0.0,SpNz44100,IK_I04_TG,I,K,P,0,18:21:03
SR,01-Apr-2017,18:20:43,50,6,VCV_KM&TG, +8.0, +8.7, +0.0,SpNz44100,UV_U01_TG,U,V,B,0,18:21:06
SR,01-Apr-2017,18:20:43,50,7,VCV_KM&TG,+14.0,+11.8, +0.0,SpNz44100,AP_A02_KM,A,P,P,1,18:21:10
SR,01-Apr-2017,18:20:43,50,8,VCV_KM&TG, +8.0,+11.4, +0.0,SpNz44100,AV_A03_TG,A,V,V,1,18:21:13
SR,01-Apr-2017,18:20:43,50,9,VCV_KM&TG, +6.0,+10.0, +0.0,SpNz44100,UM_U02_TG,U,M,M,1,18:21:16
SR,01-Apr-2017,18:20:43,50,10,VCV_KM&TG, +4.0, -1.2, +0.0,SpNz44100,UZ_U03_KM,U,Z,Z,1,18:21:20
SR,01-Apr-2017,18:20:43,50,11,VCV_KM&TG, +2.0, -1.3, +0.0,SpNz44100,IB_I02_KM,I,B,V,0,18:21:24,*
SR,01-Apr-2017,18:20:43,50,12,VCV_KM&TG, +4.0, +3.0, +0.0,SpNz44100,AB_A02_TG,A,B,B,1,18:21:30,*
SR,01-Apr-2017,18:20:43,50,13,VCV_KM&TG, +2.0, +1.5, +0.0,SpNz44100,UM_U02_KM,U,M,N,0,18:21:33,*
SR,01-Apr-2017,18:20:43,50,14,VCV_KM&TG, +4.0, -2.0, +0.0,SpNz44100,IK_I02_KM,I,K,P,0,18:21:38
SR,01-Apr-2017,18:20:43,50,15,VCV_KM&TG, +6.0, +0.6, +0.0,SpNz44100,AK_A03_TG,A,K,K,1,18:21:42,*
SR,01-Apr-2017,18:20:43,50,16,VCV_KM&TG, +4.0, -0.6, +0.0,SpNz44100,UP_U04_KM,U,P,B,0,18:21:45,*
SR,01-Apr-2017,18:20:43,50,17,VCV_KM&TG, +6.0,+12.8, +0.0,SpNz44100,UN_U02_TG,U,N,M,0,18:21:48
SR,01-Apr-2017,18:20:43,50,18,VCV_KM&TG, +8.0, +7.6, +0.0,SpNz44100,IG_I01_KM,I,G,G,1,18:21:52,*
SR,01-Apr-2017,18:20:43,50,19,VCV_KM&TG, +6.0, +5.5, +0.0,SpNz44100,AP_A04_TG,A,P,P,1,18:21:56
SR,01-Apr-2017,18:20:43,50,20,VCV_KM&TG, +4.0, +1.1, +0.0,SpNz44100,AM_A04_TG,A,M,M,1,18:22:00
SR,01-Apr-2017,18:20:43,50,21,VCV_KM&TG, +2.0, +4.9, +0.0,SpNz44100,IV_I03_KM,I,V,B,0,18:22:04,*
SR,01-Apr-2017,18:20:43,50,22,VCV_KM&TG, +4.0,+10.2, +0.0,SpNz44100,UB_U04_TG,U,B,B,1,18:22:07,*
