listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L01,03-Jul-2017,16:42:52,50,1,VCV_KM&TG,-10.0,-11.7, +0.0,ITD,noise,+650.0,SpNz44100,AY_A03_KM,A,Y,Y,1,16:42:59
L01,03-Jul-2017,16:42:52,50,2,VCV_KM&TG,-20.0,-21.3, +0.0,ITD,noise,+650.0,SpNz44100,AW_A02_KM,A,W,M,0,16:43:04
L01,03-Jul-2017,16:42:52,50,3,VCV_KM&TG,-14.0,-12.1, +0.0,ITD,noise,+650.0,SpNz44100,AN_A04_KM,A,N,N,1,16:43:08,*
L01,03-Jul-2017,16:42:52,50,4,VCV_KM&TG,-16.0,-16.3, +0.0,ITD,noise,+650.0,SpNz44100,IV_I04_TG,I,V,B,0,16:43:12,*
L01,03-Jul-2017,16:42:52,50,5,VCV_KM&TG,-14.0,-16.9, +0.0,ITD,noise,+650.0,SpNz44100,AL_A02_KM,A,L,L,1,16:43:15,*
L01,03-Jul-2017,16:42:52,50,6,VCV_KM&TG,-16.0,-15.7, +0.0,ITD,noise,+650.0,SpNz44100,IM_I04_TG,I,M,D,0,16:43:19,*
L01,03-Jul-2017,16:42:52,50,7,VCV_KM&TG,-14.0, -8.2, +0.0,ITD,noise,+650.0,SpNz44100,UL_U03_KM,U,L,B,0,16:43:24
L01,03-Jul-2017,16:42:52,50,8,VCV_KM&TG,-12.0,-10.0, +0.0,ITD,noise,+650.0,SpNz44100,IL_I02_TG,I,L,D,0,16:43:29
L01,03-Jul-2017,16:42:52,50,9,VCV_KM&TG,-10.0,-12.6, +0.0,ITD,noise,+650.0,SpNz44100,AP_A02_KM,A,P,K,0,16:43:32
L01,03-Jul-2017,16:42:52,50,10,VCV_KM&TG, -8.0, -7.7, +0.0,ITD,noise,+650.0,SpNz44100,AD_A03_TG,A,D,D,1,16:43:36,*
L01,03-Jul-2017,16:42:52,50,11,VCV_KM&TG,-10.0, -5.5, +0.0,ITD,noise,+650.0,SpNz44100,UD_U04_TG,U,D,B,0,16:43:40,*
L01,03-Jul-2017,16:42:52,50,12,VCV_KM&TG, -8.0,-10.4, +0.0,ITD,noise,+650.0,SpNz44100,UY_U04_KM,U,Y,L,0,16:43:43
L01,03-Jul-2017,16:42:52,50,13,VCV_KM&TG, -6.0, -9.1, +0.0,ITD,noise,+650.0,SpNz44100,AF_A01_TG,A,F,B,0,16:43:47
L01,03-Jul-2017,16:42:52,50,14,VCV_KM&TG, -4.0, -0.9, +0.0,ITD,noise,+650.0,SpNz44100,UY_U02_TG,U,Y,D,0,16:43:52
L01,03-Jul-2017,16:42:52,50,15,VCV_KM&TG, -2.0, +0.5, +0.0,ITD,noise,+650.0,SpNz44100,UG_U01_KM,U,G,G,1,16:43:56,*
L01,03-Jul-2017,16:42:52,50,16,VCV_KM&TG, -4.0, -3.7, +0.0,ITD,noise,+650.0,SpNz44100,AZ_A04_KM,A,Z,Z,1,16:44:00
L01,03-Jul-2017,16:42:52,50,17,VCV_KM&TG, -6.0, -9.7, +0.0,ITD,noise,+650.0,SpNz44100,AV_A01_KM,A,V,Z,0,16:44:04,*
