listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
L01,03-Jul-2017,16:47:31,16:48:28,adaptiveUp,50,VCV,VCV_KM&TG,SpNz44100,ITD,signz,+650.0,HHL,RanOut,-5.25, 2.38,8,15,-5.33, 2.15
