listener,date,sTime,endTime,TestType,SentType,stimuli,noise,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
SR,01-Apr-2017,17:50:29,17:51:52,adaptiveDown,VCV,VCV_KM&TG,SpNz44100,HHL,OK, 5.75, 3.20,8,21, 5.56, 2.36
