listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,19-Jun-2017,15:15:13,15:18:15,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,0,8,0.000000
