listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,21-Jun-2017,11:30:08,11:30:34,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,0,1,0.000000
