listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
L01,03-Jul-2017,16:50:07,16:51:00,adaptiveUp,50,VCV,VCV_KM&TG,SpNz44100,inverted,noise, +0.0,HHL,RanOut,-6.50, 2.98,8,15,-6.91, 2.74
