listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L99xx,21-Jun-2017,14:21:13,50,1,VCV_KM&TG,+999.0,+999.0, +0.0,none,signal, +0.0,None,ID_I04_KM,I,D,D,1,14:21:18
