listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,21-Jun-2017,15:18:48,15:20:50,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,0,4,0.000000
