listener,date,sTime,tracking,trial,targets,SNR,adj_SNR,OutLevelChange,manipulation,lateralized,ITD,masker,wave,V,C,response,correct,rTime,rev
L99xx,19-Jun-2017,15:09:15,50,1,VCV_KM&TG,+999.0,+999.0, +0.0,none,signal, +0.0,None,AM_A01_TG,A,M,B,0,15:09:42
