listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,30-May-2017,14:52:35,14:52:49,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,1,3,0.333333
