listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,21-Jun-2017,10:57:22,10:58:35,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,1,4,0.250000
