listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
L01,03-Jul-2017,16:51:10,16:52:31,adaptiveUp,50,VCV,VCV_KM&TG,SpNz44100,inverted,signz, +0.0,HHL,RanOut,-4.00, 3.55,8,20,-3.87, 2.97
