listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,finish,uRevs,sdRevs,nRevs,nTrials,uLevs,sdLevs
L01,03-Jul-2017,16:42:52,16:44:04,adaptiveUp,50,VCV,VCV_KM&TG,SpNz44100,ITD,noise,+650.0,HHL,RanOut,-10.75, 5.12,8,17,-9.60, 4.61
