listener,date,sTime,endTime,TestType,tracking,SentType,stimuli,noise,manipulation,lateralied,ITD,version,SNR,nCorrect,nKW,pCorrect
L99xx,19-Jun-2017,15:06:45,15:08:08,fixed,VCV,VCV_KM&TG,None,none,signal, +0.0,HHL,999,0,3,0.000000
